year,race_recode,count,area_type,statefip,countyfip
2015,Non-Hispanic Chinese,12106,state,kentucky,
2015,Non-Hispanic Chinese,12397,state,louisiana,
2015,Non-Hispanic Chinese,2730,state,maine,
2015,Non-Hispanic Chinese,86668,state,maryland,
2015,Non-Hispanic Chinese,169754,state,massachusetts,
2015,Non-Hispanic Chinese,59275,state,michigan,
2015,Non-Hispanic Chinese,26486,state,minnesota,
2015,Non-Hispanic Chinese,6197,state,mississippi,
2015,Non-Hispanic Chinese,25776,state,missouri,
2015,Non-Hispanic Chinese,1666,state,montana,
2015,Non-Hispanic Chinese,6699,state,nebraska,
2015,Non-Hispanic Chinese,35366,state,nevada,
2015,Non-Hispanic Chinese,6082,state,new hampshire,
2015,Non-Hispanic Chinese,154192,state,new jersey,
2015,Non-Hispanic Chinese,5938,state,new mexico,
2015,Non-Hispanic Chinese,694688,state,new york,
2015,Non-Hispanic Chinese,45833,state,north carolina,
2015,Non-Hispanic Chinese,2038,state,north dakota,
2015,Non-Hispanic Chinese,59887,state,ohio,
2015,Non-Hispanic Chinese,10606,state,oklahoma,
2015,Non-Hispanic Chinese,41083,state,oregon,
2015,Non-Hispanic Chinese,118191,state,pennsylvania,
2015,Non-Hispanic Chinese,13515,state,rhode island,
2015,Non-Hispanic Chinese,15648,state,south carolina,
2015,Non-Hispanic Chinese,1419,state,south dakota,
2015,Non-Hispanic Chinese,16677,state,tennessee,
2015,Non-Hispanic Chinese,212351,state,texas,
2015,Non-Hispanic Chinese,12273,state,utah,
2015,Non-Hispanic Chinese,1643,state,vermont,
2015,Non-Hispanic Chinese,73790,state,virginia,
2015,Non-Hispanic Chinese,124053,state,washington,
2015,Non-Hispanic Chinese,3689,state,west virginia,
2015,Non-Hispanic Chinese,19046,state,wisconsin,
2015,Non-Hispanic Chinese,819,state,wyoming,
2015,Non-Hispanic Japanese,2765,state,alabama,
2015,Non-Hispanic Japanese,1164,state,alaska,
2015,Non-Hispanic Japanese,9682,state,arizona,
2015,Non-Hispanic Japanese,2151,state,arkansas,
2015,Non-Hispanic Japanese,268813,state,california,
2015,Non-Hispanic Japanese,9276,state,colorado,
2015,Non-Hispanic Japanese,3672,state,connecticut,
2015,Non-Hispanic Japanese,533,state,delaware,
2015,Non-Hispanic Japanese,687,state,district of columbia,
2015,Non-Hispanic Japanese,13659,state,florida,
2015,Non-Hispanic Japanese,8550,state,georgia,
2015,Non-Hispanic Japanese,165575,state,hawaii,
2015,Non-Hispanic Japanese,2947,state,idaho,
2015,Non-Hispanic Japanese,16490,state,illinois,
2015,Non-Hispanic Japanese,4480,state,indiana,
2015,Non-Hispanic Japanese,1525,state,iowa,
2015,Non-Hispanic Japanese,2116,state,kansas,
2015,Non-Hispanic Japanese,5118,state,kentucky,
2015,Non-Hispanic Japanese,1004,state,louisiana,
2015,Non-Hispanic Japanese,775,state,maine,
2015,Non-Hispanic Japanese,6603,state,maryland,
2015,Non-Hispanic Japanese,9916,state,massachusetts,
2015,Non-Hispanic Japanese,12853,state,michigan,
2015,Non-Hispanic Japanese,4611,state,minnesota,
2015,Non-Hispanic Japanese,914,state,mississippi,
2015,Non-Hispanic Japanese,4195,state,missouri,
2015,Non-Hispanic Japanese,508,state,montana,
2015,Non-Hispanic Japanese,1026,state,nebraska,
2015,Non-Hispanic Japanese,11797,state,nevada,
2015,Non-Hispanic Japanese,648,state,new hampshire,
2015,Non-Hispanic Japanese,9426,state,new jersey,
2015,Non-Hispanic Japanese,1574,state,new mexico,
2015,Non-Hispanic Japanese,36630,state,new york,
2015,Non-Hispanic Japanese,4557,state,north carolina,
2015,Non-Hispanic Japanese,70,state,north dakota,
2015,Non-Hispanic Japanese,8858,state,ohio,
2015,Non-Hispanic Japanese,1724,state,oklahoma,
2015,Non-Hispanic Japanese,14462,state,oregon,
2015,Non-Hispanic Japanese,6782,state,pennsylvania,
2015,Non-Hispanic Japanese,1111,state,rhode island,
2015,Non-Hispanic Japanese,1462,state,south carolina,
2015,Non-Hispanic Japanese,1045,state,south dakota,
2015,Non-Hispanic Japanese,5865,state,tennessee,
2015,Non-Hispanic Japanese,24980,state,texas,
2015,Non-Hispanic Japanese,8014,state,utah,
2015,Non-Hispanic Japanese,214,state,vermont,
2015,Non-Hispanic Japanese,9827,state,virginia,
2015,Non-Hispanic Japanese,37039,state,washington,
2015,Non-Hispanic Japanese,388,state,west virginia,
2015,Non-Hispanic Japanese,2979,state,wisconsin,
2015,Non-Hispanic Japanese,438,state,wyoming,
2015,Non-Hispanic Multiple,83237,state,alabama,
2015,Non-Hispanic Multiple,50491,state,alaska,
2015,Non-Hispanic Multiple,143430,state,arizona,
2015,Non-Hispanic Multiple,58040,state,arkansas,
2015,Non-Hispanic Multiple,1144749,state,california,
2015,Non-Hispanic Multiple,126952,state,colorado,
2015,Non-Hispanic Multiple,70199,state,connecticut,
2015,Non-Hispanic Multiple,22526,state,delaware,
2015,Non-Hispanic Multiple,15725,state,district of columbia,
2015,Non-Hispanic Multiple,358186,state,florida,
2015,Non-Hispanic Multiple,186841,state,georgia,
2015,Non-Hispanic Multiple,304731,state,hawaii,
2015,Non-Hispanic Multiple,39080,state,idaho,
2015,Non-Hispanic Multiple,224270,state,illinois,
2015,Non-Hispanic Multiple,128528,state,indiana,
2015,Non-Hispanic Multiple,55444,state,iowa,
2015,Non-Hispanic Multiple,78168,state,kansas,
2015,Non-Hispanic Multiple,82496,state,kentucky,
2015,Non-Hispanic Multiple,73487,state,louisiana,
2015,Non-Hispanic Multiple,29325,state,maine,
2015,Non-Hispanic Multiple,169833,state,maryland,
2015,Non-Hispanic Multiple,133316,state,massachusetts,
2015,Non-Hispanic Multiple,226936,state,michigan,
2015,Non-Hispanic Multiple,135625,state,minnesota,
2015,Non-Hispanic Multiple,27305,state,mississippi,
2015,Non-Hispanic Multiple,135949,state,missouri,
2015,Non-Hispanic Multiple,23876,state,montana,
2015,Non-Hispanic Multiple,29887,state,nebraska,
2015,Non-Hispanic Multiple,104443,state,nevada,
2015,Non-Hispanic Multiple,23062,state,new hampshire,
2015,Non-Hispanic Multiple,158855,state,new jersey,
2015,Non-Hispanic Multiple,33556,state,new mexico,
2015,Non-Hispanic Multiple,353122,state,new york,
2015,Non-Hispanic Multiple,196560,state,north carolina,
2015,Non-Hispanic Multiple,20706,state,north dakota,
2015,Non-Hispanic Multiple,277470,state,ohio,
2015,Non-Hispanic Multiple,282331,state,oklahoma,
2015,Non-Hispanic Multiple,144539,state,oregon,
2015,Non-Hispanic Multiple,240638,state,pennsylvania,
2015,Non-Hispanic Multiple,26457,state,rhode island,
2015,Non-Hispanic Multiple,88495,state,south carolina,
2015,Non-Hispanic Multiple,28269,state,south dakota,
2015,Non-Hispanic Multiple,125700,state,tennessee,
2015,Non-Hispanic Multiple,431986,state,texas,
2015,Non-Hispanic Multiple,64760,state,utah,
2015,Non-Hispanic Multiple,9760,state,vermont,
2015,Non-Hispanic Multiple,238600,state,virginia,
2015,Non-Hispanic Multiple,336168,state,washington,
2015,Non-Hispanic Multiple,27704,state,west virginia,
2015,Non-Hispanic Multiple,104595,state,wisconsin,
2015,Non-Hispanic Multiple,13773,state,wyoming,
2015,Non-Hispanic OAPI,44898,state,alabama,
2015,Non-Hispanic OAPI,49454,state,alaska,
2015,Non-Hispanic OAPI,171633,state,arizona,
2015,Non-Hispanic OAPI,35685,state,arkansas,
2015,Non-Hispanic OAPI,3839195,state,california,
2015,Non-Hispanic OAPI,125737,state,colorado,
2015,Non-Hispanic OAPI,112719,state,connecticut,
2015,Non-Hispanic OAPI,30015,state,delaware,
2015,Non-Hispanic OAPI,17843,state,district of columbia,
2015,Non-Hispanic OAPI,439985,state,florida,
2015,Non-Hispanic OAPI,323457,state,georgia,
2015,Non-Hispanic OAPI,394536,state,hawaii,
2015,Non-Hispanic OAPI,10504,state,idaho,
2015,Non-Hispanic OAPI,512837,state,illinois,
2015,Non-Hispanic OAPI,104171,state,indiana,
2015,Non-Hispanic OAPI,53018,state,iowa,
2015,Non-Hispanic OAPI,67632,state,kansas,
2015,Non-Hispanic OAPI,45104,state,kentucky,
2015,Non-Hispanic OAPI,65474,state,louisiana,
2015,Non-Hispanic OAPI,11017,state,maine,
2015,Non-Hispanic OAPI,287020,state,maryland,
2015,Non-Hispanic OAPI,251993,state,massachusetts,
2015,Non-Hispanic OAPI,216818,state,michigan,
2015,Non-Hispanic OAPI,231032,state,minnesota,
2015,Non-Hispanic OAPI,24112,state,mississippi,
2015,Non-Hispanic OAPI,89485,state,missouri,
2015,Non-Hispanic OAPI,4969,state,montana,
2015,Non-Hispanic OAPI,32019,state,nebraska,
2015,Non-Hispanic OAPI,196948,state,nevada,
2015,Non-Hispanic OAPI,26843,state,new hampshire,
2015,Non-Hispanic OAPI,679232,state,new jersey,
2015,Non-Hispanic OAPI,22931,state,new mexico,
2015,Non-Hispanic OAPI,939932,state,new york,
2015,Non-Hispanic OAPI,216327,state,north carolina,
2015,Non-Hispanic OAPI,7580,state,north dakota,
2015,Non-Hispanic OAPI,167192,state,ohio,
2015,Non-Hispanic OAPI,69105,state,oklahoma,
2015,Non-Hispanic OAPI,120088,state,oregon,
2015,Non-Hispanic OAPI,299472,state,pennsylvania,
2015,Non-Hispanic OAPI,21068,state,rhode island,
2015,Non-Hispanic OAPI,56533,state,south carolina,
2015,Non-Hispanic OAPI,8471,state,south dakota,
2015,Non-Hispanic OAPI,83147,state,tennessee,
2015,Non-Hispanic OAPI,1010659,state,texas,
2015,Non-Hispanic OAPI,69480,state,utah,
2015,Non-Hispanic OAPI,7845,state,vermont,
2015,Non-Hispanic OAPI,444025,state,virginia,
2015,Non-Hispanic OAPI,441907,state,washington,
2015,Non-Hispanic OAPI,10947,state,west virginia,
2015,Non-Hispanic OAPI,130238,state,wisconsin,
2015,Non-Hispanic OAPI,4771,state,wyoming,
2015,Non-Hispanic Other Race,5477,state,alabama,
2015,Non-Hispanic Other Race,2894,state,alaska,
2015,Non-Hispanic Other Race,7339,state,arizona,
2015,Non-Hispanic Other Race,5688,state,arkansas,
2015,Non-Hispanic Other Race,84047,state,california,
2015,Non-Hispanic Other Race,11091,state,colorado,
2015,Non-Hispanic Other Race,9431,state,connecticut,
2015,Non-Hispanic Other Race,2539,state,delaware,
2015,Non-Hispanic Other Race,2577,state,district of columbia,
2015,Non-Hispanic Other Race,55839,state,florida,
2015,Non-Hispanic Other Race,29178,state,georgia,
2015,Non-Hispanic Other Race,1861,state,hawaii,
2015,Non-Hispanic Other Race,113,state,idaho,
2015,Non-Hispanic Other Race,19893,state,illinois,
2015,Non-Hispanic Other Race,6592,state,indiana,
2015,Non-Hispanic Other Race,1654,state,iowa,
2015,Non-Hispanic Other Race,1561,state,kansas,
2015,Non-Hispanic Other Race,4017,state,kentucky,
2015,Non-Hispanic Other Race,9211,state,louisiana,
2015,Non-Hispanic Other Race,751,state,maine,
2015,Non-Hispanic Other Race,22214,state,maryland,
2015,Non-Hispanic Other Race,52939,state,massachusetts,
2015,Non-Hispanic Other Race,16927,state,michigan,
2015,Non-Hispanic Other Race,4243,state,minnesota,
2015,Non-Hispanic Other Race,1240,state,mississippi,
2015,Non-Hispanic Other Race,2961,state,missouri,
2015,Non-Hispanic Other Race,144,state,montana,
2015,Non-Hispanic Other Race,1378,state,nebraska,
2015,Non-Hispanic Other Race,7017,state,nevada,
2015,Non-Hispanic Other Race,914,state,new hampshire,
2015,Non-Hispanic Other Race,33626,state,new jersey,
2015,Non-Hispanic Other Race,4186,state,new mexico,
2015,Non-Hispanic Other Race,102006,state,new york,
2015,Non-Hispanic Other Race,18311,state,north carolina,
2015,Non-Hispanic Other Race,123,state,north dakota,
2015,Non-Hispanic Other Race,15107,state,ohio,
2015,Non-Hispanic Other Race,5927,state,oklahoma,
2015,Non-Hispanic Other Race,4072,state,oregon,
2015,Non-Hispanic Other Race,24901,state,pennsylvania,
2015,Non-Hispanic Other Race,7633,state,rhode island,
2015,Non-Hispanic Other Race,7070,state,south carolina,
2015,Non-Hispanic Other Race,2648,state,south dakota,
2015,Non-Hispanic Other Race,9559,state,tennessee,
2015,Non-Hispanic Other Race,32199,state,texas,
2015,Non-Hispanic Other Race,2449,state,utah,
2015,Non-Hispanic Other Race,1708,state,vermont,
2015,Non-Hispanic Other Race,24337,state,virginia,
2015,Non-Hispanic Other Race,9390,state,washington,
2015,Non-Hispanic Other Race,929,state,west virginia,
2015,Non-Hispanic Other Race,4537,state,wisconsin,
2015,Non-Hispanic White,3205611,state,alabama,
2015,Non-Hispanic White,453825,state,alaska,
2015,Non-Hispanic White,3802916,state,arizona,
2015,Non-Hispanic White,2173413,state,arkansas,
2015,Non-Hispanic White,14814590,state,california,
2015,Non-Hispanic White,3737708,state,colorado,
2015,Non-Hispanic White,2438734,state,connecticut,
2015,Non-Hispanic White,595000,state,delaware,
2015,Non-Hispanic White,242426,state,district of columbia,
2015,Non-Hispanic White,11173350,state,florida,
2015,Non-Hispanic White,5483724,state,georgia,
2015,Non-Hispanic White,326376,state,hawaii,
2015,Non-Hispanic White,1366982,state,idaho,
2015,Non-Hispanic White,7948124,state,illinois,
2015,Non-Hispanic White,5288937,state,indiana,
2015,Non-Hispanic White,2712240,state,iowa,
2015,Non-Hispanic White,2222993,state,kansas,
2015,Non-Hispanic White,3768389,state,kentucky,
2015,Non-Hispanic White,2756715,state,louisiana,
2015,Non-Hispanic White,1242630,state,maine,
2015,Non-Hispanic White,3115424,state,maryland,
2015,Non-Hispanic White,4955975,state,massachusetts,
2015,Non-Hispanic White,7485758,state,michigan,
2015,Non-Hispanic White,4443106,state,minnesota,
2015,Non-Hispanic White,1704970,state,mississippi,
2015,Non-Hispanic White,4859599,state,missouri,
2015,Non-Hispanic White,893469,state,montana,
2015,Non-Hispanic White,1519275,state,nebraska,
2015,Non-Hispanic White,1459759,state,nevada,
2015,Non-Hispanic White,1210075,state,new hampshire,
2015,Non-Hispanic White,5019957,state,new jersey,
2015,Non-Hispanic White,797335,state,new mexico,
2015,Non-Hispanic White,11062303,state,new york,
2015,Non-Hispanic White,6388425,state,north carolina,
2015,Non-Hispanic White,650768,state,north dakota,
2015,Non-Hispanic White,9255787,state,ohio,
2015,Non-Hispanic White,2595716,state,oklahoma,
2015,Non-Hispanic White,3082876,state,oregon,
2015,Non-Hispanic White,9889776,state,pennsylvania,
2015,Non-Hispanic White,774270,state,rhode island,
2015,Non-Hispanic White,3120428,state,south carolina,
2015,Non-Hispanic White,709161,state,south dakota,
2015,Non-Hispanic White,4899786,state,tennessee,
2015,Non-Hispanic White,11800227,state,texas,
2015,Non-Hispanic White,2364651,state,utah,
2015,Non-Hispanic White,583307,state,vermont,
2015,Non-Hispanic White,5241035,state,virginia,
2015,Non-Hispanic White,4998279,state,washington,
2015,Non-Hispanic White,1702552,state,west virginia,
2015,Non-Hispanic White,4722699,state,wisconsin,
2015,Non-Hispanic White,492524,state,wyoming,
2016,Hispanic AIAN,2834,state,alabama,
2016,Hispanic AIAN,6011,state,alaska,
2016,Hispanic AIAN,30592,state,arizona,
2016,Hispanic AIAN,2939,state,arkansas,
2016,Hispanic AIAN,154893,state,california,
2016,Hispanic AIAN,22665,state,colorado,
2016,Hispanic AIAN,5530,state,connecticut,
2016,Hispanic AIAN,1034,state,delaware,
2016,Hispanic AIAN,16142,state,florida,
2016,Hispanic AIAN,21144,state,georgia,
2016,Hispanic AIAN,593,state,hawaii,
2016,Hispanic AIAN,6306,state,idaho,
2016,Hispanic AIAN,16624,state,illinois,
2016,Hispanic AIAN,5002,state,indiana,
2016,Hispanic AIAN,1532,state,iowa,
2016,Hispanic AIAN,3165,state,kansas,
2016,Hispanic AIAN,212,state,kentucky,
2016,Hispanic AIAN,1051,state,louisiana,
2016,Hispanic AIAN,166,state,maine,
2016,Hispanic AIAN,2529,state,maryland,
2016,Hispanic AIAN,4534,state,massachusetts,
2016,Hispanic AIAN,8044,state,michigan,
2016,Hispanic AIAN,3201,state,minnesota,
2016,Hispanic AIAN,369,state,mississippi,
2016,Hispanic AIAN,3602,state,missouri,
2016,Hispanic AIAN,4340,state,montana,
2016,Hispanic AIAN,2649,state,nebraska,
2016,Hispanic AIAN,6601,state,nevada,
2016,Hispanic AIAN,169,state,new hampshire,
2016,Hispanic AIAN,12670,state,new jersey,
2016,Hispanic AIAN,18281,state,new mexico,
2016,Hispanic AIAN,28955,state,new york,
2016,Hispanic AIAN,13155,state,north carolina,
2016,Hispanic AIAN,1886,state,north dakota,
2016,Hispanic AIAN,3057,state,ohio,
2016,Hispanic AIAN,15870,state,oklahoma,
2016,Hispanic AIAN,10344,state,oregon,
2016,Hispanic AIAN,13698,state,pennsylvania,
2016,Hispanic AIAN,2340,state,rhode island,
2016,Hispanic AIAN,2009,state,south carolina,
2016,Hispanic AIAN,4364,state,south dakota,
2016,Hispanic AIAN,3891,state,tennessee,
2016,Hispanic AIAN,66672,state,texas,
2016,Hispanic AIAN,6748,state,utah,
2016,Hispanic AIAN,2644,state,virginia,
2016,Hispanic AIAN,14436,state,washington,
2016,Hispanic AIAN,38,state,west virginia,
2016,Hispanic AIAN,3694,state,wisconsin,
2016,Hispanic AIAN,1099,state,wyoming,
2016,Hispanic Black,6283,state,alabama,
2016,Hispanic Black,777,state,alaska,
2016,Hispanic Black,16442,state,arizona,
2016,Hispanic Black,2269,state,arkansas,
2016,Hispanic Black,101072,state,california,
2016,Hispanic Black,12602,state,colorado,
2016,Hispanic Black,23308,state,connecticut,
2016,Hispanic Black,6330,state,delaware,
2016,Hispanic Black,5443,state,district of columbia,
2016,Hispanic Black,152095,state,florida,
2016,Hispanic Black,49280,state,georgia,
2016,Hispanic Black,1184,state,hawaii,
2016,Hispanic Black,1527,state,idaho,
2016,Hispanic Black,23494,state,illinois,
2016,Hispanic Black,9459,state,indiana,
2016,Hispanic Black,5216,state,iowa,
2016,Hispanic Black,4860,state,kansas,
2016,Hispanic Black,7484,state,kentucky,
2016,Hispanic Black,12516,state,louisiana,
